Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeekSinceRelease
770,5,307,2015-03-19,1,HO00000841,481,0.6246753246753247,10,2015-03-13,7,0
220,2,308,2015-03-19,1,HO00000841,75,0.3409090909090909,12,2015-03-13,2,1
2100,5,309,2015-04-01,3,HO00000843,1673,0.7966666666666666,10,2015-03-13,10,0
1940,7,310,2015-04-01,3,HO00000843,1541,0.7943298969072164,12,2015-03-13,14,1
1540,7,311,2015-04-01,3,HO00000843,1336,0.8675324675324675,11,2015-03-13,14,2
220,1,312,2015-04-01,3,HO00000843,195,0.8863636363636364,5,2015-03-13,2,3
1482,5,313,2015-04-01,3,HO00000844,1234,0.8326585695006747,10,2015-03-13,13,0
990,7,314,2015-04-01,3,HO00000844,834,0.8424242424242424,12,2015-03-13,9,1
990,7,315,2015-04-01,3,HO00000844,717,0.7242424242424242,11,2015-03-13,9,2
110,1,316,2015-04-01,3,HO00000844,66,0.6,5,2015-03-13,1,3
2210,5,317,2015-05-03,7,HO00000845,1881,0.8511312217194571,10,2015-03-13,11,0
3885,7,318,2015-05-03,7,HO00000845,2647,0.6813384813384813,12,2015-03-13,18,1
2982,7,319,2015-05-03,7,HO00000845,1955,0.6556002682763246,11,2015-03-13,14,2
1206,7,320,2015-05-03,7,HO00000845,809,0.6708126036484245,5,2015-03-13,8,3
732,6,321,2015-05-03,7,HO00000845,449,0.6133879781420765,9,2015-03-13,6,4
820,7,322,2015-05-03,7,HO00000845,690,0.8414634146341463,5,2015-03-13,7,5
790,7,323,2015-05-03,7,HO00000845,641,0.8113924050632911,4,2015-03-13,7,6
550,5,324,2015-05-03,7,HO00000845,305,0.5545454545454546,4,2015-03-13,5,7
440,4,325,2015-03-23,0,HO00000846,374,0.85,12,2015-03-20,4,0
550,5,326,2015-03-26,1,HO00000847,503,0.9145454545454546,12,2015-03-20,5,0
220,2,327,2015-03-26,1,HO00000847,187,0.85,11,2015-03-20,2,1
680,3,328,2015-03-22,0,HO00000848,145,0.21323529411764705,12,2015-03-20,6,0
220,2,329,2015-03-22,0,HO00000849,139,0.6318181818181818,12,2015-03-21,2,0
480,4,330,2015-03-23,0,HO00000850,332,0.6916666666666667,12,2015-03-20,4,0
655,5,331,2015-03-26,1,HO00000851,461,0.7038167938931298,12,2015-03-20,5,0
262,2,332,2015-03-26,1,HO00000851,184,0.7022900763358778,11,2015-03-20,2,1
550,5,333,2015-03-29,1,HO00000852,461,0.8381818181818181,12,2015-03-20,5,0
460,4,334,2015-03-29,1,HO00000852,135,0.29347826086956524,11,2015-03-20,4,1
1060,5,335,2015-04-23,5,HO00000853,1006,0.9490566037735848,12,2015-03-20,9,0
1680,7,336,2015-04-23,5,HO00000853,1369,0.8148809523809524,11,2015-03-20,11,1
840,7,337,2015-04-23,5,HO00000853,764,0.9095238095238096,5,2015-03-20,7,2
790,7,338,2015-04-23,5,HO00000853,708,0.8962025316455696,9,2015-03-20,7,3
770,7,339,2015-04-23,5,HO00000853,669,0.8688311688311688,5,2015-03-20,7,4
220,2,340,2015-04-23,5,HO00000853,157,0.7136363636363636,4,2015-03-20,2,5
917,5,341,2015-04-01,2,HO00000854,614,0.6695747001090513,12,2015-03-20,7,0
993,7,342,2015-04-01,2,HO00000854,691,0.6958710976837865,11,2015-03-20,8,1
120,1,343,2015-04-01,2,HO00000854,108,0.9,5,2015-03-20,1,2
3100,5,344,2015-04-30,6,HO00000855,2493,0.8041935483870968,12,2015-03-20,10,0
2790,7,345,2015-04-30,6,HO00000855,2133,0.7645161290322581,11,2015-03-20,9,1
1030,7,346,2015-04-30,6,HO00000855,923,0.8961165048543689,5,2015-03-20,7,2
1120,7,347,2015-04-30,6,HO00000855,1014,0.9053571428571427,9,2015-03-20,10,3
990,7,348,2015-04-30,6,HO00000855,890,0.898989898989899,5,2015-03-20,9,4
770,7,349,2015-04-30,6,HO00000855,704,0.9142857142857144,4,2015-03-20,7,5
220,2,350,2015-04-30,6,HO00000855,198,0.9,4,2015-03-20,2,6
655,5,351,2015-03-25,1,HO00000856,292,0.4458015267175573,12,2015-03-20,5,0
131,1,352,2015-03-25,1,HO00000856,18,0.13740458015267176,11,2015-03-20,1,1
660,4,353,2015-04-01,2,HO00000857,585,0.8863636363636364,12,2015-03-21,6,0
770,7,354,2015-04-01,2,HO00000857,527,0.6844155844155844,11,2015-03-21,7,1
110,1,355,2015-04-01,2,HO00000857,90,0.8181818181818182,5,2015-03-21,1,2
1100,5,356,2015-04-01,1,HO00000859,781,0.71,11,2015-03-27,10,0
110,1,357,2015-04-01,1,HO00000859,74,0.6727272727272727,5,2015-03-27,1,1
1100,5,358,2015-04-01,1,HO00000860,934,0.8490909090909091,11,2015-03-27,10,0
220,1,359,2015-04-01,1,HO00000860,185,0.8409090909090909,5,2015-03-27,2,1
600,5,360,2015-04-01,1,HO00000861,238,0.39666666666666667,11,2015-03-27,5,0
120,1,361,2015-04-01,1,HO00000861,28,0.2333333333333333,5,2015-03-27,1,1
600,5,362,2015-04-09,2,HO00000862,523,0.8716666666666667,11,2015-03-27,5,0
840,7,363,2015-04-09,2,HO00000862,692,0.8238095238095238,5,2015-03-27,7,1
240,2,364,2015-04-09,2,HO00000862,156,0.65,9,2015-03-27,2,2
524,4,365,2015-03-30,0,HO00000863,98,0.1870229007633588,11,2015-03-27,4,0
6820,5,366,2015-04-09,2,HO00000864,5158,0.7563049853372434,11,2015-03-27,22,0
2360,7,367,2015-04-09,2,HO00000864,1644,0.6966101694915254,5,2015-03-27,16,1
330,2,368,2015-04-09,2,HO00000864,145,0.4393939393939394,9,2015-03-27,3,2
600,5,369,2015-04-30,5,HO00000865,582,0.97,11,2015-03-27,5,0
720,6,370,2015-04-30,5,HO00000865,623,0.8652777777777778,5,2015-03-27,6,1
670,6,371,2015-04-30,5,HO00000865,602,0.8985074626865671,9,2015-03-27,6,2
770,7,372,2015-04-30,5,HO00000865,680,0.8831168831168831,5,2015-03-27,7,3
770,7,373,2015-04-30,5,HO00000865,692,0.8987012987012987,4,2015-03-27,7,4
220,2,374,2015-04-30,5,HO00000865,183,0.8318181818181818,4,2015-03-27,2,5
1572,5,375,2015-04-09,2,HO00000866,1107,0.7041984732824428,11,2015-03-27,12,0
1053,7,376,2015-04-09,2,HO00000866,772,0.7331433998100665,5,2015-03-27,9,1
220,2,377,2015-04-09,2,HO00000866,165,0.75,9,2015-03-27,2,2
220,2,378,2015-03-29,0,HO00000868,220,1,11,2015-03-28,2,0
220,2,379,2015-03-29,0,HO00000869,125,0.5681818181818182,11,2015-03-28,2,0
240,2,380,2015-03-29,0,HO00000870,211,0.8791666666666667,11,2015-03-28,2,0
12070,7,381,2015-05-07,5,HO00000871,10445,0.8653686826843413,5,2015-04-01,57,0
10490,7,382,2015-05-07,5,HO00000871,8052,0.7675881792183031,9,2015-04-01,39,1
6235,7,383,2015-05-07,5,HO00000871,3922,0.6290296712109061,5,2015-04-01,23,2
2702,7,384,2015-05-07,5,HO00000871,1782,0.6595114729829755,4,2015-04-01,16,3
1030,7,385,2015-05-07,5,HO00000871,842,0.8174757281553398,4,2015-04-01,9,4
220,2,386,2015-05-07,5,HO00000871,144,0.6545454545454545,6,2015-04-01,2,5
3800,6,387,2015-05-07,5,HO00000872,3611,0.9502631578947368,5,2015-04-02,32,0
3720,7,388,2015-05-07,5,HO00000872,3395,0.9126344086021504,9,2015-04-02,31,1
2760,7,389,2015-05-07,5,HO00000872,2468,0.8942028985507247,5,2015-04-02,23,2
1920,7,390,2015-05-07,5,HO00000872,1654,0.8614583333333333,4,2015-04-02,16,3
1030,7,391,2015-05-07,5,HO00000872,862,0.8368932038834952,4,2015-04-02,9,4
220,2,392,2015-05-07,5,HO00000872,198,0.9,6,2015-04-02,2,5
11926,6,393,2015-05-14,6,HO00000873,10988,0.9213483146067416,5,2015-04-02,56,0
9382,7,394,2015-05-14,6,HO00000873,8570,0.913451289703688,9,2015-04-02,34,1
6800,7,395,2015-05-14,6,HO00000873,5487,0.8069117647058823,5,2015-04-02,25,2
2580,7,396,2015-05-14,6,HO00000873,2001,0.7755813953488372,4,2015-04-02,16,3
990,7,397,2015-05-14,6,HO00000873,891,0.9,4,2015-04-02,9,4
770,7,398,2015-05-14,6,HO00000873,673,0.8740259740259742,6,2015-04-02,7,5
220,2,399,2015-05-14,6,HO00000873,199,0.9045454545454544,6,2015-04-02,2,6
1310,5,400,2015-04-06,0,HO00000874,671,0.5122137404580153,5,2015-04-02,10,0
1100,5,401,2015-04-23,3,HO00000876,1013,0.9209090909090908,5,2015-04-03,10,0
1535,7,402,2015-04-23,3,HO00000876,1261,0.8214983713355049,9,2015-04-03,13,1
1032,7,403,2015-04-23,3,HO00000876,858,0.8313953488372093,5,2015-04-03,9,2
220,2,404,2015-04-23,3,HO00000876,196,0.8909090909090909,4,2015-04-03,2,3
3822,6,405,2015-04-23,2,HO00000877,3411,0.8924646781789639,9,2015-04-09,27,0
2040,7,406,2015-04-23,2,HO00000877,1551,0.7602941176470588,5,2015-04-09,17,1
360,2,407,2015-04-23,2,HO00000877,225,0.625,4,2015-04-09,3,2
550,5,408,2015-04-23,2,HO00000878,515,0.9363636363636364,9,2015-04-10,5,0
770,7,409,2015-04-23,2,HO00000878,646,0.8389610389610389,5,2015-04-10,7,1
220,2,410,2015-04-23,2,HO00000878,143,0.65,4,2015-04-10,2,2
550,5,411,2015-04-18,1,HO00000879,484,0.88,9,2015-04-10,5,0
330,3,412,2015-04-18,1,HO00000879,198,0.6,5,2015-04-10,3,1
1100,5,413,2015-04-16,1,HO00000880,1077,0.9790909090909092,9,2015-04-10,10,0
440,2,414,2015-04-16,1,HO00000880,409,0.9295454545454546,5,2015-04-10,4,1
1598,5,415,2015-05-07,4,HO00000882,1304,0.8160200250312891,9,2015-04-10,13,0
1137,7,416,2015-05-07,4,HO00000882,879,0.7730870712401056,5,2015-04-10,9,1
917,7,417,2015-05-07,4,HO00000882,690,0.7524536532170122,4,2015-04-10,7,2
917,7,418,2015-05-07,4,HO00000882,694,0.7568157033805889,4,2015-04-10,7,3
262,2,419,2015-05-07,4,HO00000882,202,0.7709923664122137,6,2015-04-10,2,4
1205,5,420,2015-04-23,2,HO00000883,1032,0.8564315352697095,9,2015-04-10,10,0
1032,7,421,2015-04-23,2,HO00000883,902,0.874031007751938,5,2015-04-10,9,1
220,2,422,2015-04-23,2,HO00000883,203,0.9227272727272728,4,2015-04-10,2,2
330,3,423,2015-04-14,0,HO00000884,190,0.5757575757575758,9,2015-04-11,3,0
655,5,424,2015-04-15,1,HO00000885,482,0.7358778625954199,9,2015-04-10,5,0
131,1,425,2015-04-15,1,HO00000885,27,0.20610687022900764,5,2015-04-10,1,1
330,3,426,2015-04-14,0,HO00000886,288,0.8727272727272727,9,2015-04-11,3,0
6040,5,427,2015-06-10,8,HO00000887,5778,0.9566225165562914,5,2015-04-17,24,0
8325,7,428,2015-06-10,8,HO00000887,7595,0.9123123123123124,4,2015-04-17,36,1
5662,7,429,2015-06-10,8,HO00000887,5108,0.9021547156481808,4,2015-04-17,30,2
4690,7,430,2015-06-10,8,HO00000887,4183,0.8918976545842218,6,2015-04-17,25,3
2200,7,431,2015-06-10,8,HO00000887,1929,0.8768181818181818,6,2015-04-17,16,4
1040,7,432,2015-06-10,8,HO00000887,951,0.9144230769230768,8,2015-04-17,9,5
895,7,433,2015-06-10,8,HO00000887,728,0.8134078212290503,3,2015-04-17,7,6
917,7,434,2015-06-10,8,HO00000887,686,0.7480916030534351,5,2015-04-17,7,7
131,1,435,2015-06-10,8,HO00000887,99,0.7557251908396947,16,2015-04-17,1,8
1572,5,436,2015-04-23,1,HO00000888,1220,0.7760814249363868,5,2015-04-17,12,0
524,2,437,2015-04-23,1,HO00000888,342,0.6526717557251909,4,2015-04-17,4,1
660,5,438,2015-05-21,5,HO00000890,598,0.9060606060606059,5,2015-04-17,6,0
880,7,439,2015-05-21,5,HO00000890,806,0.9159090909090908,4,2015-04-17,8,1
990,7,440,2015-05-21,5,HO00000890,875,0.8838383838383839,4,2015-04-17,9,2
990,7,441,2015-05-21,5,HO00000890,891,0.9,6,2015-04-17,9,3
770,7,442,2015-05-21,5,HO00000890,622,0.8077922077922078,6,2015-04-17,7,4
220,2,443,2015-05-21,5,HO00000890,166,0.7545454545454545,8,2015-04-17,2,5
840,5,444,2015-04-30,2,HO00000891,685,0.8154761904761905,5,2015-04-17,7,0
790,7,445,2015-04-30,2,HO00000891,687,0.8696202531645569,4,2015-04-17,7,1
220,2,446,2015-04-30,2,HO00000891,190,0.8636363636363636,4,2015-04-17,2,2
3440,5,447,2015-05-28,6,HO00000892,3433,0.9979651162790698,5,2015-04-17,22,0
6480,7,448,2015-05-28,6,HO00000892,6388,0.9858024691358024,4,2015-04-17,41,1
5570,7,449,2015-05-28,6,HO00000892,4930,0.8850987432675045,4,2015-04-17,32,2
5480,7,450,2015-05-28,6,HO00000892,4600,0.8394160583941606,6,2015-04-17,28,3
2880,7,451,2015-05-28,6,HO00000892,2365,0.8211805555555556,6,2015-04-17,18,4
1135,7,452,2015-05-28,6,HO00000892,950,0.8370044052863436,8,2015-04-17,9,5
262,2,453,2015-05-28,6,HO00000892,175,0.6679389312977099,3,2015-04-17,2,6
1100,5,454,2015-04-30,1,HO00000893,928,0.8436363636363636,4,2015-04-24,10,0
440,2,455,2015-04-30,1,HO00000893,298,0.6772727272727272,4,2015-04-24,4,1
8852,5,456,2015-07-02,10,HO00000894,7938,0.8967464979665613,4,2015-04-24,38,0
6912,7,457,2015-07-02,10,HO00000894,5878,0.8504050925925926,4,2015-04-24,35,1
4996,7,458,2015-07-02,10,HO00000894,4410,0.8827061649319455,6,2015-04-24,30,2
4440,7,459,2015-07-02,10,HO00000894,3968,0.8936936936936937,6,2015-04-24,18,3
3560,7,460,2015-07-02,10,HO00000894,3192,0.8966292134831461,8,2015-04-24,16,4
1440,7,461,2015-07-02,10,HO00000894,1267,0.8798611111111111,3,2015-04-24,9,5
940,6,462,2015-07-02,10,HO00000894,842,0.8957446808510638,5,2015-04-24,8,6
840,7,463,2015-07-02,10,HO00000894,738,0.8785714285714286,16,2015-04-24,7,7
720,6,464,2015-07-02,10,HO00000894,635,0.8819444444444444,7,2015-04-24,6,8
840,7,465,2015-07-02,10,HO00000894,741,0.8821428571428571,10,2015-04-24,7,9
240,2,466,2015-07-02,10,HO00000894,216,0.9,7,2015-04-24,2,10
550,5,467,2015-05-07,2,HO00000895,524,0.9527272727272728,4,2015-04-24,5,0
770,7,468,2015-05-07,2,HO00000895,710,0.9220779220779219,4,2015-04-24,7,1
220,2,469,2015-05-07,2,HO00000895,199,0.9045454545454544,6,2015-04-24,2,2
440,4,470,2015-04-27,0,HO00000896,313,0.7113636363636363,4,2015-04-24,4,0
8050,5,471,2015-05-28,4,HO00000897,7514,0.9334161490683228,4,2015-05-01,37,0
9260,7,472,2015-05-28,4,HO00000897,8251,0.891036717062635,6,2015-05-01,38,1
4180,7,473,2015-05-28,4,HO00000897,3286,0.7861244019138756,6,2015-05-01,18,2
1390,7,474,2015-05-28,4,HO00000897,1022,0.7352517985611511,8,2015-05-01,9,3
220,2,475,2015-05-28,4,HO00000897,200,0.9090909090909092,3,2015-05-01,2,4
2980,5,476,2015-05-28,4,HO00000898,2755,0.924496644295302,4,2015-05-01,18,0
3182,7,477,2015-05-28,4,HO00000898,2620,0.8233815210559396,6,2015-05-01,23,1
1294,7,478,2015-05-28,4,HO00000898,1107,0.8554868624420402,6,2015-05-01,11,2
770,7,479,2015-05-28,4,HO00000898,708,0.9194805194805196,8,2015-05-01,7,3
220,2,480,2015-05-28,4,HO00000898,205,0.9318181818181818,3,2015-05-01,2,4
3490,5,481,2015-06-04,5,HO00000899,2919,0.8363896848137535,4,2015-05-01,25,0
2500,7,482,2015-06-04,5,HO00000899,2413,0.9652,6,2015-05-01,22,1
2430,7,483,2015-06-04,5,HO00000899,2258,0.9292181069958848,6,2015-05-01,22,2
1760,7,484,2015-06-04,5,HO00000899,1621,0.9210227272727272,8,2015-05-01,16,3
1430,7,485,2015-06-04,5,HO00000899,1157,0.8090909090909091,3,2015-05-01,13,4
440,2,486,2015-06-04,5,HO00000899,266,0.6045454545454545,5,2015-05-01,4,5
360,3,487,2015-05-03,0,HO00000900,97,0.26944444444444443,4,2015-05-01,3,0
2080,5,488,2015-06-10,5,HO00000903,1834,0.8817307692307692,6,2015-05-08,17,0
2394,7,489,2015-06-10,5,HO00000903,2218,0.9264828738512948,6,2015-05-08,21,1
2310,7,490,2015-06-10,5,HO00000903,2182,0.9445887445887444,8,2015-05-08,21,2
1760,7,491,2015-06-10,5,HO00000903,1619,0.9198863636363636,3,2015-05-08,16,3
990,7,492,2015-06-10,5,HO00000903,765,0.7727272727272727,5,2015-05-08,9,4
110,1,493,2015-06-10,5,HO00000903,46,0.41818181818181815,16,2015-05-08,1,5
600,5,494,2015-06-10,5,HO00000904,529,0.8816666666666667,6,2015-05-08,5,0
840,7,495,2015-06-10,5,HO00000904,745,0.8869047619047619,6,2015-05-08,7,1
840,7,496,2015-06-10,5,HO00000904,762,0.9071428571428573,8,2015-05-08,7,2
1080,7,497,2015-06-10,5,HO00000904,956,0.8851851851851852,3,2015-05-08,9,3
840,7,498,2015-06-10,5,HO00000904,715,0.8511904761904762,5,2015-05-08,7,4
120,1,499,2015-06-10,5,HO00000904,69,0.575,16,2015-05-08,1,5
550,5,500,2015-05-14,1,HO00000905,496,0.901818181818182,6,2015-05-08,5,0
220,2,501,2015-05-14,1,HO00000905,166,0.7545454545454545,6,2015-05-08,2,1
440,4,502,2015-05-11,0,HO00000906,348,0.7909090909090909,6,2015-05-08,4,0
2500,5,503,2015-07-02,8,HO00000907,2278,0.9112,6,2015-05-08,13,0
3725,7,504,2015-07-02,8,HO00000907,3275,0.8791946308724832,6,2015-05-08,20,1
3602,7,505,2015-07-02,8,HO00000907,3082,0.855635757912271,8,2015-05-08,16,2
1610,7,506,2015-07-02,8,HO00000907,1450,0.9006211180124224,3,2015-05-08,11,3
1032,7,507,2015-07-02,8,HO00000907,890,0.8624031007751938,5,2015-05-08,9,4
880,7,508,2015-07-02,8,HO00000907,784,0.8909090909090909,16,2015-05-08,8,5
550,5,509,2015-07-02,8,HO00000907,477,0.8672727272727273,7,2015-05-08,5,6
770,7,510,2015-07-02,8,HO00000907,536,0.6961038961038961,10,2015-05-08,7,7
220,2,511,2015-07-02,8,HO00000907,120,0.5454545454545454,7,2015-05-08,2,8
550,5,512,2015-05-14,1,HO00000908,487,0.8854545454545455,6,2015-05-08,5,0
220,2,513,2015-05-14,1,HO00000908,191,0.8681818181818182,6,2015-05-08,2,1
3370,5,514,2015-07-09,8,HO00000910,3240,0.9614243323442137,6,2015-05-15,17,0
3250,7,515,2015-07-09,8,HO00000910,3048,0.937846153846154,8,2015-05-15,16,1
3960,7,516,2015-07-09,8,HO00000910,3648,0.9212121212121211,3,2015-05-15,14,2
4340,7,517,2015-07-09,8,HO00000910,3763,0.8670506912442396,5,2015-05-15,14,3
1280,7,518,2015-07-09,8,HO00000910,1073,0.83828125,16,2015-05-15,8,4
770,7,519,2015-07-09,8,HO00000910,699,0.9077922077922078,7,2015-05-15,7,5
770,7,520,2015-07-09,8,HO00000910,695,0.9025974025974026,10,2015-05-15,7,6
770,7,521,2015-07-09,8,HO00000910,658,0.8545454545454545,7,2015-05-15,7,7
220,2,522,2015-07-09,8,HO00000910,162,0.7363636363636363,2,2015-05-15,2,8
3480,5,523,2015-06-04,3,HO00000911,3152,0.9057471264367816,6,2015-05-15,17,0
4244,7,524,2015-06-04,3,HO00000911,3877,0.9135249764373232,8,2015-05-15,16,1
1895,7,525,2015-06-04,3,HO00000911,1358,0.716622691292876,3,2015-05-15,9,2
262,2,526,2015-06-04,3,HO00000911,150,0.5725190839694656,5,2015-05-15,2,3
2390,5,527,2015-07-02,7,HO00000912,2169,0.907531380753138,6,2015-05-15,12,0
3630,7,528,2015-07-02,7,HO00000912,3261,0.8983471074380165,8,2015-05-15,16,1
2060,7,529,2015-07-02,7,HO00000912,1844,0.8951456310679612,3,2015-05-15,14,2
1920,7,530,2015-07-02,7,HO00000912,1733,0.9026041666666668,5,2015-05-15,16,3
1080,7,531,2015-07-02,7,HO00000912,960,0.8888888888888888,16,2015-05-15,9,4
840,7,532,2015-07-02,7,HO00000912,738,0.8785714285714286,7,2015-05-15,7,5
840,7,533,2015-07-02,7,HO00000912,711,0.8464285714285714,10,2015-05-15,7,6
240,2,534,2015-07-02,7,HO00000912,220,0.9166666666666666,7,2015-05-15,2,7
2467,5,535,2015-05-27,2,HO00000913,2101,0.8516416700445886,6,2015-05-15,12,0
1482,7,536,2015-05-27,2,HO00000913,1245,0.840080971659919,8,2015-05-15,9,1
120,1,537,2015-05-27,2,HO00000913,101,0.8416666666666667,3,2015-05-15,1,2
550,5,538,2015-05-21,1,HO00000914,482,0.8763636363636363,6,2015-05-15,5,0
220,2,539,2015-05-21,1,HO00000914,155,0.7045454545454546,8,2015-05-15,2,1
550,5,540,2015-06-04,3,HO00000915,473,0.86,3,2015-05-17,5,2
220,2,541,2015-06-04,3,HO00000915,173,0.7863636363636364,5,2015-05-17,2,3
1440,5,542,2015-05-21,1,HO00000916,1092,0.7583333333333333,6,2015-05-15,12,0
360,2,543,2015-05-21,1,HO00000916,131,0.3638888888888889,8,2015-05-15,3,1
840,5,544,2015-05-28,1,HO00000917,747,0.8892857142857142,8,2015-05-22,7,0
240,2,545,2015-05-28,1,HO00000917,185,0.7708333333333334,3,2015-05-22,2,1
1572,5,546,2015-07-20,8,HO00000918,1243,0.7907124681933843,8,2015-05-22,12,0
1964,7,547,2015-07-20,8,HO00000918,1738,0.8849287169042769,3,2015-05-22,16,1
1920,7,548,2015-07-20,8,HO00000918,1768,0.9208333333333332,5,2015-05-22,16,2
1790,7,549,2015-07-20,8,HO00000918,1622,0.906145251396648,16,2015-05-22,15,3
1080,7,550,2015-07-20,8,HO00000918,977,0.9046296296296296,7,2015-05-22,9,4
790,7,551,2015-07-20,8,HO00000918,707,0.8949367088607595,10,2015-05-22,7,5
770,7,552,2015-07-20,8,HO00000918,689,0.8948051948051948,7,2015-05-22,7,6
770,7,553,2015-07-20,8,HO00000918,706,0.9168831168831169,2,2015-05-22,7,7
660,6,554,2015-07-20,8,HO00000918,581,0.8803030303030303,3,2015-05-22,6,8
3100,5,555,2015-07-13,7,HO00000919,3037,0.9796774193548388,8,2015-05-22,10,0
4995,7,556,2015-07-13,7,HO00000919,4630,0.9269269269269268,3,2015-05-22,19,1
5877,7,557,2015-07-13,7,HO00000919,5122,0.8715330951165561,5,2015-05-22,23,2
3507,7,558,2015-07-13,7,HO00000919,3041,0.8671228970630168,16,2015-05-22,16,3
2192,7,559,2015-07-13,7,HO00000919,1645,0.7504562043795621,7,2015-05-22,14,4
1179,7,560,2015-07-13,7,HO00000919,905,0.7675996607294318,10,2015-05-22,9,5
812,7,561,2015-07-13,7,HO00000919,667,0.8214285714285714,7,2015-05-22,7,6
660,6,562,2015-07-13,7,HO00000919,570,0.8636363636363636,2,2015-05-22,6,7
1440,5,563,2015-06-04,2,HO00000920,1304,0.9055555555555556,8,2015-05-22,12,0
1135,7,564,2015-06-04,2,HO00000920,940,0.8281938325991189,3,2015-05-22,9,1
262,2,565,2015-06-04,2,HO00000920,196,0.7480916030534351,5,2015-05-22,2,2
550,5,566,2015-05-28,1,HO00000921,493,0.8963636363636364,8,2015-05-22,5,0
220,2,567,2015-05-28,1,HO00000921,188,0.8545454545454545,3,2015-05-22,2,1
1320,5,568,2015-06-18,4,HO00000922,1201,0.9098484848484848,8,2015-05-22,12,0
1540,7,569,2015-06-18,4,HO00000922,1398,0.9077922077922078,3,2015-05-22,14,1
990,7,570,2015-06-18,4,HO00000922,884,0.8929292929292929,5,2015-05-22,9,2
770,7,571,2015-06-18,4,HO00000922,643,0.8350649350649351,16,2015-05-22,7,3
220,2,572,2015-06-18,4,HO00000922,190,0.8636363636363636,7,2015-05-22,2,4
220,2,573,2015-05-24,0,HO00000923,154,0.7,8,2015-05-23,2,0
655,5,574,2015-05-28,1,HO00000924,434,0.6625954198473283,8,2015-05-22,5,0
262,2,575,2015-05-28,1,HO00000924,141,0.5381679389312977,3,2015-05-22,2,1
9122,5,576,2015-06-18,3,HO00000927,8720,0.9559307169480376,3,2015-05-29,38,0
9380,7,577,2015-06-18,3,HO00000927,8166,0.8705756929637527,5,2015-05-29,34,1
4196,7,578,2015-06-18,3,HO00000927,2847,0.6785033365109628,16,2015-05-29,17,2
882,2,579,2015-06-18,3,HO00000927,371,0.42063492063492064,7,2015-05-29,4,3
1980,5,580,2015-06-25,4,HO00000928,1829,0.9237373737373736,3,2015-05-29,18,0
2310,7,581,2015-06-25,4,HO00000928,2134,0.923809523809524,5,2015-05-29,21,1
1770,7,582,2015-06-25,4,HO00000928,1581,0.8932203389830509,16,2015-05-29,16,2
990,7,583,2015-06-25,4,HO00000928,886,0.8949494949494949,7,2015-05-29,9,3
220,2,584,2015-06-25,4,HO00000928,190,0.8636363636363636,10,2015-05-29,2,4
1170,5,585,2016-02-11,36,HO00000931,1084,0.9264957264957264,5,2015-06-05,7,0
1100,7,586,2016-02-11,36,HO00000931,1016,0.9236363636363636,16,2015-06-05,10,1
1190,7,587,2016-02-11,36,HO00000931,1104,0.9277310924369748,7,2015-06-05,9,2
1410,7,588,2016-02-11,36,HO00000931,1302,0.9234042553191488,10,2015-06-05,9,3
2019,7,589,2016-02-11,36,HO00000931,1520,0.7528479445269936,7,2015-06-05,13,4
1799,7,590,2016-02-11,36,HO00000931,1245,0.6920511395219566,2,2015-06-05,11,5
262,2,591,2016-02-11,36,HO00000931,193,0.7366412213740458,3,2015-06-05,2,6
360,3,592,2016-02-11,36,HO00000931,327,0.9083333333333332,8,2015-06-05,3,18
840,7,593,2016-02-11,36,HO00000931,768,0.9142857142857144,11,2015-06-05,7,19
330,3,594,2016-02-11,36,HO00000931,197,0.5969696969696969,7,2015-06-05,3,20
770,7,595,2016-02-11,36,HO00000931,629,0.8168831168831169,15,2015-06-05,7,21
1670,7,596,2016-02-11,36,HO00000931,1223,0.7323353293413174,5,2015-06-05,15,22
